연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2013,고령보행사고,1907,59,0.58,5,0.53,8.47,55,0.58
2013,뺑소니사고,1907,24,0.25,0,0,0,33,0.22
2013,무면허사고,1907,25,0.36,2,0.72,8,32,0.32
2013,전체,1908,671,0.31,28,0.55,4.17,1072,0.33
2013,어린이사고,1908,24,0.2,0,0,0,28,0.19
2013,노인사고,1908,155,0.51,8,0.44,5.16,179,0.56
2013,보행자사고,1908,104,0.21,5,0.25,4.81,110,0.22
2013,자전거사고,1908,3,0.07,0,0,0,3,0.07
2013,야간사고,1908,253,0.25,20,0.74,7.91,378,0.25
2013,어린이보행사고,1908,8,0.16,0,0,0,8,0.16
2013,고령운전사고,1908,83,0.47,3,0.41,3.61,133,0.52
2013,고령보행사고,1908,33,0.32,2,0.21,6.06,32,0.34
2013,뺑소니사고,1908,30,0.31,2,0.91,6.67,47,0.31
2013,무면허사고,1908,31,0.45,2,0.72,6.45,41,0.4
2013,전체,1909,434,0.2,25,0.49,5.76,751,0.23
2013,어린이사고,1909,28,0.24,1,1.22,3.57,34,0.24
2013,노인사고,1909,134,0.44,14,0.76,10.45,169,0.53
2013,보행자사고,1909,61,0.12,4,0.2,6.56,57,0.11
2013,자전거사고,1909,7,0.16,1,0.99,14.29,9,0.2
2013,야간사고,1909,125,0.12,12,0.44,9.6,206,0.13
2013,어린이보행사고,1909,9,0.18,1,1.75,11.11,8,0.16
2013,고령운전사고,1909,82,0.47,8,1.09,9.76,130,0.51
2013,고령보행사고,1909,18,0.18,2,0.21,11.11,16,0.17
2013,뺑소니사고,1909,11,0.11,0,0,0,16,0.1
2013,무면허사고,1909,24,0.35,1,0.36,4.17,28,0.28
2013,전체,1910,607,0.28,29,0.57,4.78,834,0.25
2013,어린이사고,1910,36,0.31,0,0,0,38,0.26
2013,노인사고,1910,183,0.6,14,0.76,7.65,197,0.61
2013,보행자사고,1910,90,0.18,4,0.2,4.44,93,0.18
2013,자전거사고,1910,18,0.42,0,0,0,18,0.4
2013,야간사고,1910,193,0.19,15,0.56,7.77,261,0.17
2013,어린이보행사고,1910,11,0.22,0,0,0,11,0.22
2013,고령운전사고,1910,106,0.6,9,1.22,8.49,130,0.51
2013,고령보행사고,1910,30,0.29,1,0.11,3.33,29,0.31
2013,뺑소니사고,1910,7,0.07,1,0.46,14.29,7,0.05
2013,무면허사고,1910,24,0.35,3,1.08,12.5,32,0.32
2013,전체,1912,94,0.04,18,0.35,19.15,133,0.04
2013,어린이사고,1912,3,0.03,0,0,0,5,0.03
2013,노인사고,1912,36,0.12,7,0.38,19.44,34,0.11
2013,보행자사고,1912,14,0.03,8,0.4,57.14,10,0.02
2013,야간사고,1912,31,0.03,7,0.26,22.58,37,0.02
2013,어린이보행사고,1912,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1912,18,0.1,3,0.41,16.67,31,0.12
2013,고령보행사고,1912,6,0.06,3,0.32,50,3,0.03
2013,뺑소니사고,1912,2,0.02,0,0,0,4,0.03
2013,무면허사고,1912,9,0.13,0,0,0,9,0.09
2013,전체,1913,200,0.09,15,0.29,7.5,242,0.07
2013,어린이사고,1913,5,0.04,0,0,0,5,0.03
2013,노인사고,1913,80,0.26,8,0.44,10,83,0.26
2013,보행자사고,1913,40,0.08,4,0.2,10,40,0.08
2013,자전거사고,1913,5,0.12,0,0,0,5,0.11
2013,야간사고,1913,44,0.04,5,0.19,11.36,49,0.03
2013,어린이보행사고,1913,3,0.06,0,0,0,3,0.06
2013,고령운전사고,1913,51,0.29,4,0.54,7.84,64,0.25
2013,고령보행사고,1913,20,0.2,4,0.42,20,18,0.19
2013,뺑소니사고,1913,7,0.07,0,0,0,7,0.05
2013,무면허사고,1913,11,0.16,1,0.36,9.09,13,0.13
2013,전체,1915,124,0.06,10,0.2,8.06,184,0.06
2013,어린이사고,1915,2,0.02,0,0,0,2,0.01
2013,노인사고,1915,47,0.16,5,0.27,10.64,52,0.16
2013,보행자사고,1915,24,0.05,6,0.3,25,20,0.04
2013,야간사고,1915,35,0.03,7,0.26,20,39,0.03
2013,어린이보행사고,1915,2,0.04,0,0,0,2,0.04
2013,스쿨존내어린이사고,1915,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1915,20,0.11,1,0.14,5,35,0.14
2013,고령보행사고,1915,14,0.14,4,0.42,28.57,10,0.11
2013,뺑소니사고,1915,3,0.03,1,0.46,33.33,5,0.03
2013,무면허사고,1915,5,0.07,0,0,0,10,0.1
2013,전체,1916,83,0.04,2,0.04,2.41,132,0.04
2013,어린이사고,1916,4,0.03,0,0,0,6,0.04
2013,노인사고,1916,22,0.07,2,0.11,9.09,23,0.07
2013,보행자사고,1916,12,0.02,0,0,0,13,0.03
2013,야간사고,1916,25,0.02,0,0,0,42,0.03
2013,어린이보행사고,1916,1,0.02,0,0,0,2,0.04
2013,고령운전사고,1916,9,0.05,2,0.27,22.22,9,0.03
2013,고령보행사고,1916,4,0.04,0,0,0,4,0.04
2013,무면허사고,1916,2,0.03,0,0,0,3,0.03
2013,전체,1917,228,0.11,8,0.16,3.51,396,0.12
2013,어린이사고,1917,12,0.1,0,0,0,15,0.1
2013,노인사고,1917,67,0.22,4,0.22,5.97,78,0.24
2013,보행자사고,1917,40,0.08,2,0.1,5,40,0.08
2013,자전거사고,1917,4,0.09,1,0.99,25,3,0.07
2013,야간사고,1917,66,0.07,4,0.15,6.06,110,0.07
2013,어린이보행사고,1917,4,0.08,0,0,0,4,0.08
2013,고령운전사고,1917,35,0.2,4,0.54,11.43,44,0.17
2013,고령보행사고,1917,19,0.19,2,0.21,10.53,17,0.18
2013,뺑소니사고,1917,5,0.05,0,0,0,7,0.05
2013,무면허사고,1917,13,0.19,0,0,0,26,0.26
2013,전체,1922,216,0.1,19,0.37,8.8,328,0.1
2013,어린이사고,1922,6,0.05,0,0,0,6,0.04
2013,노인사고,1922,73,0.24,10,0.55,13.7,71,0.22
2013,보행자사고,1922,29,0.06,6,0.3,20.69,23,0.05
2013,야간사고,1922,74,0.07,11,0.41,14.86,101,0.07
2013,어린이보행사고,1922,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1922,47,0.27,4,0.54,8.51,76,0.3
2013,고령보행사고,1922,13,0.13,6,0.63,46.15,7,0.07
2013,뺑소니사고,1922,7,0.07,0,0,0,10,0.07
2013,무면허사고,1922,18,0.26,3,1.08,16.67,20,0.2
2013,전체,1923,190,0.09,13,0.26,6.84,324,0.1
2013,어린이사고,1923,9,0.08,0,0,0,11,0.08
2013,노인사고,1923,59,0.19,4,0.22,6.78,72,0.22
2013,보행자사고,1923,21,0.04,1,0.05,4.76,20,0.04
2013,자전거사고,1923,3,0.07,0,0,0,3,0.07
2013,야간사고,1923,55,0.05,5,0.19,9.09,86,0.06
2013,어린이보행사고,1923,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1923,31,0.18,3,0.41,9.68,38,0.15
2013,고령보행사고,1923,7,0.07,1,0.11,14.29,6,0.06
2013,뺑소니사고,1923,4,0.04,1,0.46,25,4,0.03
2013,무면허사고,1923,14,0.2,1,0.36,7.14,25,0.25
2013,전체,1924,286,0.13,15,0.29,5.24,438,0.13
2013,어린이사고,1924,11,0.09,0,0,0,15,0.1
2013,노인사고,1924,104,0.34,7,0.38,6.73,114,0.35
2013,보행자사고,1924,37,0.07,3,0.15,8.11,34,0.07
2013,자전거사고,1924,2,0.05,0,0,0,2,0.04
2013,야간사고,1924,87,0.09,6,0.22,6.9,115,0.07
2013,어린이보행사고,1924,2,0.04,0,0,0,2,0.04
2013,고령운전사고,1924,80,0.45,4,0.54,5,121,0.47
2013,고령보행사고,1924,19,0.19,2,0.21,10.53,17,0.18
2013,뺑소니사고,1924,7,0.07,0,0,0,16,0.1
2013,무면허사고,1924,22,0.32,1,0.36,4.55,25,0.25
2013,전체,1925,701,0.33,27,0.53,3.85,1057,0.32
2013,어린이사고,1925,40,0.34,2,2.44,5,47,0.33
2013,노인사고,1925,84,0.28,4,0.22,4.76,86,0.27
2013,보행자사고,1925,107,0.21,12,0.61,11.21,100,0.2
2013,자전거사고,1925,6,0.14,0,0,0,7,0.16
2013,야간사고,1925,306,0.31,15,0.56,4.9,437,0.28
2013,어린이보행사고,1925,16,0.33,2,3.51,12.5,14,0.28
2013,스쿨존내어린이사고,1925,2,0.47,0,0,0,2,0.46
2013,고령운전사고,1925,53,0.3,0,0,0,83,0.32
2013,고령보행사고,1925,18,0.18,3,0.32,16.67,15,0.16
2013,뺑소니사고,1925,19,0.2,2,0.91,10.53,23,0.15
2013,무면허사고,1925,39,0.57,3,1.08,7.69,50,0.49
2013,전체,1930,172,0.08,16,0.31,9.3,266,0.08
2013,어린이사고,1930,9,0.08,0,0,0,12,0.08
2013,노인사고,1930,60,0.2,7,0.38,11.67,67,0.21
2013,보행자사고,1930,31,0.06,2,0.1,6.45,30,0.06
2013,자전거사고,1930,1,0.02,0,0,0,1,0.02
2013,야간사고,1930,62,0.06,7,0.26,11.29,94,0.06
2013,어린이보행사고,1930,4,0.08,0,0,0,4,0.08
2013,스쿨존내어린이사고,1930,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1930,38,0.22,7,0.95,18.42,52,0.2
2013,고령보행사고,1930,11,0.11,1,0.11,9.09,10,0.11
2013,뺑소니사고,1930,4,0.04,0,0,0,6,0.04
2013,무면허사고,1930,8,0.12,1,0.36,12.5,7,0.07
2013,전체,1932,161,0.07,11,0.22,6.83,245,0.07
2013,어린이사고,1932,5,0.04,0,0,0,5,0.03
2013,노인사고,1932,48,0.16,7,0.38,14.58,48,0.15
2013,보행자사고,1932,24,0.05,2,0.1,8.33,23,0.05
2013,자전거사고,1932,3,0.07,1,0.99,33.33,2,0.04
2013,야간사고,1932,24,0.02,3,0.11,12.5,32,0.02
2013,어린이보행사고,1932,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1932,24,0.14,4,0.54,16.67,29,0.11
2013,고령보행사고,1932,13,0.13,2,0.21,15.38,11,0.12
2013,뺑소니사고,1932,4,0.04,0,0,0,6,0.04
2013,무면허사고,1932,8,0.12,0,0,0,11,0.11
2013,전체,1933,234,0.11,13,0.26,5.56,363,0.11
2013,어린이사고,1933,8,0.07,1,1.22,12.5,10,0.07
2013,노인사고,1933,68,0.22,4,0.22,5.88,78,0.24
2013,보행자사고,1933,39,0.08,3,0.15,7.69,40,0.08
2013,자전거사고,1933,5,0.12,0,0,0,5,0.11
2013,야간사고,1933,79,0.08,5,0.19,6.33,137,0.09
2013,어린이보행사고,1933,3,0.06,1,1.75,33.33,2,0.04
2013,스쿨존내어린이사고,1933,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1933,32,0.18,3,0.41,9.38,45,0.17
2013,고령보행사고,1933,14,0.14,1,0.11,7.14,13,0.14
2013,뺑소니사고,1933,8,0.08,1,0.46,12.5,14,0.09
2013,무면허사고,1933,9,0.13,1,0.36,11.11,17,0.17
2013,전체,1934,19,0.01,2,0.04,10.53,20,0.01
2013,어린이사고,1934,1,0.01,0,0,0,1,0.01
2013,노인사고,1934,5,0.02,2,0.11,40,4,0.01
2013,보행자사고,1934,8,0.02,0,0,0,8,0.02
2013,야간사고,1934,4,0,0,0,0,4,0
2013,고령운전사고,1934,3,0.02,2,0.27,66.67,2,0.01
2013,고령보행사고,1934,2,0.02,0,0,0,2,0.02
2013,뺑소니사고,1934,1,0.01,0,0,0,1,0.01
2013,무면허사고,1934,3,0.04,0,0,0,3,0.03
2013,전체,1935,1234,0.57,28,0.55,2.27,1828,0.56
2013,어린이사고,1935,80,0.68,0,0,0,90,0.62
2013,노인사고,1935,181,0.6,10,0.55,5.52,185,0.57
2013,보행자사고,1935,300,0.6,12,0.61,4,299,0.59
2013,자전거사고,1935,17,0.4,0,0,0,19,0.42
2013,야간사고,1935,600,0.6,18,0.67,3,909,0.59
2013,어린이보행사고,1935,36,0.74,0,0,0,37,0.75
2013,스쿨존내어린이사고,1935,4,0.94,0,0,0,4,0.91
2013,고령운전사고,1935,95,0.54,3,0.41,3.16,142,0.55
2013,고령보행사고,1935,55,0.54,6,0.63,10.91,49,0.52
2013,뺑소니사고,1935,43,0.45,2,0.91,4.65,68,0.45
2013,무면허사고,1935,57,0.83,5,1.81,8.77,73,0.72
2013,전체,2000,13749,6.38,476,9.35,3.46,20274,6.17
2013,어린이사고,2000,860,7.33,11,13.41,1.28,1043,7.22
2013,노인사고,2000,2247,7.42,190,10.37,8.46,2401,7.46
2013,보행자사고,2000,3222,6.44,176,8.88,5.46,3206,6.35
2013,자전거사고,2000,164,3.86,5,4.95,3.05,164,3.67
2013,야간사고,2000,5706,5.69,236,8.73,4.14,8179,5.33
2013,어린이보행사고,2000,407,8.31,8,14.04,1.97,405,8.16
2013,스쿨존내어린이사고,2000,18,4.22,2,33.33,11.11,16,3.65
2013,고령운전사고,2000,1147,6.52,77,10.45,6.71,1569,6.1
2013,고령보행사고,2000,750,7.32,90,9.46,12,671,7.13
2013,뺑소니사고,2000,655,6.82,19,8.68,2.9,975,6.39
2013,무면허사고,2000,555,8.1,25,9.03,4.5,799,7.88
2013,전체,2003,1144,0.53,39,0.77,3.41,1614,0.49
2013,어린이사고,2003,81,0.69,0,0,0,96,0.66
2013,노인사고,2003,241,0.8,23,1.25,9.54,259,0.8
2013,보행자사고,2003,342,0.68,17,0.86,4.97,337,0.67
2013,자전거사고,2003,25,0.59,2,1.98,8,23,0.51
2013,야간사고,2003,505,0.5,14,0.52,2.77,699,0.46
2013,어린이보행사고,2003,48,0.98,0,0,0,49,0.99
2013,스쿨존내어린이사고,2003,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2003,100,0.57,7,0.95,7,127,0.49
2013,고령보행사고,2003,79,0.77,10,1.05,12.66,70,0.74
2013,뺑소니사고,2003,45,0.47,0,0,0,75,0.49
2013,무면허사고,2003,41,0.6,0,0,0,55,0.54
2013,전체,2006,816,0.38,19,0.37,2.33,1190,0.36
2013,어린이사고,2006,69,0.59,2,2.44,2.9,84,0.58
2013,노인사고,2006,121,0.4,9,0.49,7.44,121,0.38
2013,보행자사고,2006,219,0.44,12,0.61,5.48,214,0.42
2013,자전거사고,2006,5,0.12,0,0,0,5,0.11
2013,야간사고,2006,323,0.32,8,0.3,2.48,489,0.32
2013,어린이보행사고,2006,35,0.71,2,3.51,5.71,33,0.66
2013,스쿨존내어린이사고,2006,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2006,45,0.26,2,0.27,4.44,54,0.21
2013,고령보행사고,2006,55,0.54,7,0.74,12.73,49,0.52
2013,뺑소니사고,2006,34,0.35,1,0.46,2.94,54,0.35
2013,무면허사고,2006,35,0.51,0,0,0,41,0.4
2013,전체,2008,2099,0.97,48,0.94,2.29,3094,0.94
2013,어린이사고,2008,125,1.07,3,3.66,2.4,143,0.99
2013,노인사고,2008,243,0.8,8,0.44,3.29,256,0.8
2013,보행자사고,2008,477,0.95,17,0.86,3.56,486,0.96
2013,자전거사고,2008,41,0.96,0,0,0,42,0.94
2013,야간사고,2008,904,0.9,28,1.04,3.1,1337,0.87
2013,어린이보행사고,2008,56,1.14,1,1.75,1.79,56,1.13
2013,스쿨존내어린이사고,2008,4,0.94,1,16.67,25,3,0.68
2013,고령운전사고,2008,119,0.68,4,0.54,3.36,169,0.66
2013,고령보행사고,2008,83,0.81,6,0.63,7.23,78,0.83
2013,뺑소니사고,2008,88,0.92,1,0.46,1.14,128,0.84
2013,무면허사고,2008,109,1.59,4,1.44,3.67,157,1.55
2013,전체,2009,472,0.22,20,0.39,4.24,680,0.21
2013,어린이사고,2009,28,0.24,0,0,0,37,0.26
2013,노인사고,2009,121,0.4,6,0.33,4.96,126,0.39
2013,보행자사고,2009,104,0.21,5,0.25,4.81,107,0.21
2013,자전거사고,2009,4,0.09,0,0,0,5,0.11
2013,야간사고,2009,183,0.18,14,0.52,7.65,256,0.17
2013,어린이보행사고,2009,10,0.2,0,0,0,11,0.22
2013,스쿨존내어린이사고,2009,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2009,66,0.38,3,0.41,4.55,86,0.33
2013,고령보행사고,2009,40,0.39,1,0.11,2.5,39,0.41
2013,뺑소니사고,2009,22,0.23,1,0.46,4.55,35,0.23
2013,무면허사고,2009,27,0.39,1,0.36,3.7,34,0.34
2013,전체,2010,1224,0.57,34,0.67,2.78,1783,0.54
2013,어린이사고,2010,92,0.78,1,1.22,1.09,116,0.8
2013,노인사고,2010,94,0.31,10,0.55,10.64,92,0.29
2013,보행자사고,2010,301,0.6,13,0.66,4.32,297,0.59
2013,자전거사고,2010,7,0.16,0,0,0,7,0.16
2013,야간사고,2010,569,0.57,17,0.63,2.99,786,0.51
2013,어린이보행사고,2010,44,0.9,1,1.75,2.27,43,0.87
2013,스쿨존내어린이사고,2010,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2010,38,0.22,3,0.41,7.89,48,0.19
2013,고령보행사고,2010,37,0.36,6,0.63,16.22,31,0.33
2013,뺑소니사고,2010,78,0.81,2,0.91,2.56,120,0.79
2013,무면허사고,2010,38,0.55,1,0.36,2.63,50,0.49
2013,전체,2012,158,0.07,15,0.29,9.49,222,0.07
2013,어린이사고,2012,5,0.04,0,0,0,9,0.06
2013,노인사고,2012,62,0.2,9,0.49,14.52,62,0.19
2013,보행자사고,2012,31,0.06,4,0.2,12.9,27,0.05
2013,자전거사고,2012,1,0.02,0,0,0,1,0.02
2013,야간사고,2012,50,0.05,7,0.26,14,67,0.04
2013,어린이보행사고,2012,1,0.02,0,0,0,1,0.02
2013,고령운전사고,2012,38,0.22,5,0.68,13.16,49,0.19
2013,고령보행사고,2012,15,0.15,4,0.42,26.67,11,0.12
2013,뺑소니사고,2012,7,0.07,0,0,0,8,0.05
2013,무면허사고,2012,7,0.1,0,0,0,8,0.08
2013,전체,2013,339,0.16,29,0.57,8.55,577,0.18
2013,어린이사고,2013,21,0.18,1,1.22,4.76,35,0.24
2013,노인사고,2013,80,0.26,12,0.65,15,75,0.23
2013,보행자사고,2013,53,0.11,5,0.25,9.43,49,0.1
2013,자전거사고,2013,4,0.09,0,0,0,4,0.09
2013,야간사고,2013,111,0.11,11,0.41,9.91,180,0.12
2013,어린이보행사고,2013,6,0.12,1,1.75,16.67,5,0.1
2013,고령운전사고,2013,46,0.26,6,0.81,13.04,59,0.23
2013,고령보행사고,2013,19,0.19,2,0.21,10.53,17,0.18
2013,뺑소니사고,2013,14,0.15,1,0.46,7.14,18,0.12
2013,무면허사고,2013,21,0.31,2,0.72,9.52,49,0.48
2013,전체,2014,370,0.17,19,0.37,5.14,542,0.16
2013,어린이사고,2014,16,0.14,0,0,0,20,0.14
2013,노인사고,2014,110,0.36,10,0.55,9.09,125,0.39
2013,보행자사고,2014,64,0.13,5,0.25,7.81,64,0.13
2013,자전거사고,2014,2,0.05,0,0,0,2,0.04
2013,야간사고,2014,130,0.13,8,0.3,6.15,191,0.12
2013,어린이보행사고,2014,4,0.08,0,0,0,4,0.08
2013,고령운전사고,2014,58,0.33,5,0.68,8.62,71,0.28
2013,고령보행사고,2014,30,0.29,4,0.42,13.33,29,0.31
2013,뺑소니사고,2014,19,0.2,0,0,0,28,0.18
2013,무면허사고,2014,28,0.41,1,0.36,3.57,37,0.36
2013,전체,2016,1064,0.49,24,0.47,2.26,1552,0.47
2013,어린이사고,2016,55,0.47,0,0,0,64,0.44
2013,노인사고,2016,102,0.34,5,0.27,4.9,103,0.32
2013,보행자사고,2016,238,0.48,9,0.45,3.78,246,0.49
2013,자전거사고,2016,6,0.14,0,0,0,6,0.13
2013,야간사고,2016,463,0.46,16,0.59,3.46,637,0.42
2013,어린이보행사고,2016,24,0.49,0,0,0,24,0.48
2013,스쿨존내어린이사고,2016,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2016,53,0.3,2,0.27,3.77,71,0.28
2013,고령보행사고,2016,35,0.34,1,0.11,2.86,34,0.36
2013,뺑소니사고,2016,43,0.45,1,0.46,2.33,68,0.45
2013,무면허사고,2016,32,0.47,2,0.72,6.25,44,0.43
2013,전체,2022,237,0.11,19,0.37,8.02,400,0.12
2013,어린이사고,2022,16,0.14,0,0,0,19,0.13
2013,노인사고,2022,58,0.19,9,0.49,15.52,63,0.2
2013,보행자사고,2022,51,0.1,8,0.4,15.69,44,0.09
2013,자전거사고,2022,1,0.02,1,0.99,100,0,0
2013,야간사고,2022,79,0.08,6,0.22,7.59,114,0.07
2013,어린이보행사고,2022,8,0.16,0,0,0,8,0.16
2013,고령운전사고,2022,23,0.13,1,0.14,4.35,33,0.13
2013,고령보행사고,2022,21,0.2,7,0.74,33.33,14,0.15
2013,뺑소니사고,2022,12,0.12,1,0.46,8.33,20,0.13
2013,무면허사고,2022,11,0.16,2,0.72,18.18,19,0.19
2013,전체,2023,684,0.32,15,0.29,2.19,1095,0.33
2013,어린이사고,2023,59,0.5,0,0,0,86,0.6
2013,노인사고,2023,151,0.5,8,0.44,5.3,172,0.53
2013,보행자사고,2023,137,0.27,7,0.35,5.11,140,0.28
2013,자전거사고,2023,11,0.26,0,0,0,11,0.25
2013,야간사고,2023,240,0.24,9,0.33,3.75,365,0.24
2013,어린이보행사고,2023,13,0.27,0,0,0,14,0.28
2013,스쿨존내어린이사고,2023,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2023,91,0.52,6,0.81,6.59,143,0.56
2013,고령보행사고,2023,49,0.48,4,0.42,8.16,47,0.5
2013,뺑소니사고,2023,43,0.45,1,0.46,2.33,63,0.41
2013,무면허사고,2023,20,0.29,1,0.36,5,30,0.3
2013,전체,2024,247,0.11,12,0.24,4.86,396,0.12
2013,어린이사고,2024,18,0.15,0,0,0,23,0.16
2013,노인사고,2024,70,0.23,8,0.44,11.43,73,0.23
2013,보행자사고,2024,61,0.12,4,0.2,6.56,60,0.12
2013,자전거사고,2024,1,0.02,0,0,0,1,0.02
2013,야간사고,2024,63,0.06,4,0.15,6.35,90,0.06
2013,어린이보행사고,2024,8,0.16,0,0,0,8,0.16
2013,고령운전사고,2024,42,0.24,4,0.54,9.52,64,0.25
2013,고령보행사고,2024,22,0.21,3,0.32,13.64,19,0.2
2013,뺑소니사고,2024,7,0.07,1,0.46,14.29,11,0.07
2013,무면허사고,2024,6,0.09,0,0,0,9,0.09
2013,전체,2025,200,0.09,10,0.2,5,292,0.09
2013,어린이사고,2025,14,0.12,1,1.22,7.14,15,0.1
2013,노인사고,2025,47,0.16,3,0.16,6.38,56,0.17
2013,보행자사고,2025,41,0.08,4,0.2,9.76,39,0.08
2013,야간사고,2025,50,0.05,4,0.15,8,63,0.04
2013,어린이보행사고,2025,7,0.14,1,1.75,14.29,7,0.14
2013,고령운전사고,2025,25,0.14,1,0.14,4,41,0.16
2013,고령보행사고,2025,15,0.15,2,0.21,13.33,13,0.14
2013,뺑소니사고,2025,4,0.04,0,0,0,7,0.05
2013,무면허사고,2025,12,0.18,1,0.36,8.33,23,0.23
2013,전체,2026,165,0.08,10,0.2,6.06,318,0.1
2013,어린이사고,2026,14,0.12,0,0,0,16,0.11
2013,노인사고,2026,54,0.18,5,0.27,9.26,87,0.27
2013,보행자사고,2026,37,0.07,4,0.2,10.81,36,0.07
2013,야간사고,2026,55,0.05,6,0.22,10.91,89,0.06
2013,어린이보행사고,2026,7,0.14,0,0,0,7,0.14
2013,고령운전사고,2026,27,0.15,5,0.68,18.52,39,0.15
2013,고령보행사고,2026,10,0.1,2,0.21,20,8,0.08
2013,뺑소니사고,2026,5,0.05,0,0,0,8,0.05
2013,무면허사고,2026,7,0.1,1,0.36,14.29,7,0.07
2013,전체,2027,211,0.1,15,0.29,7.11,294,0.09
2013,어린이사고,2027,11,0.09,0,0,0,13,0.09
2013,노인사고,2027,76,0.25,6,0.33,7.89,79,0.25
2013,보행자사고,2027,37,0.07,4,0.2,10.81,34,0.07
2013,자전거사고,2027,7,0.16,0,0,0,7,0.16
2013,야간사고,2027,63,0.06,4,0.15,6.35,84,0.05
2013,어린이보행사고,2027,5,0.1,0,0,0,5,0.1
2013,고령운전사고,2027,33,0.19,3,0.41,9.09,45,0.17
2013,고령보행사고,2027,20,0.2,3,0.32,15,18,0.19
2013,뺑소니사고,2027,7,0.07,1,0.46,14.29,7,0.05
2013,무면허사고,2027,11,0.16,1,0.36,9.09,13,0.13
2013,전체,2028,297,0.14,18,0.35,6.06,420,0.13
2013,어린이사고,2028,17,0.14,0,0,0,19,0.13
2013,노인사고,2028,79,0.26,10,0.55,12.66,84,0.26
2013,보행자사고,2028,52,0.1,2,0.1,3.85,51,0.1
2013,자전거사고,2028,4,0.09,0,0,0,4,0.09
2013,야간사고,2028,118,0.12,9,0.33,7.63,174,0.11
2013,어린이보행사고,2028,8,0.16,0,0,0,8,0.16
2013,스쿨존내어린이사고,2028,1,0.23,0,0,0,1,0.23
2013,고령운전사고,2028,36,0.2,4,0.54,11.11,44,0.17
2013,고령보행사고,2028,19,0.19,2,0.21,10.53,17,0.18
2013,뺑소니사고,2028,17,0.18,1,0.46,5.88,23,0.15
2013,무면허사고,2028,15,0.22,1,0.36,6.67,16,0.16
2013,전체,2029,213,0.1,20,0.39,9.39,305,0.09
2013,어린이사고,2029,9,0.08,0,0,0,12,0.08
2013,노인사고,2029,73,0.24,9,0.49,12.33,76,0.24
2013,보행자사고,2029,44,0.09,5,0.25,11.36,40,0.08
2013,자전거사고,2029,3,0.07,0,0,0,4,0.09
2013,야간사고,2029,52,0.05,8,0.3,15.38,60,0.04
2013,어린이보행사고,2029,1,0.02,0,0,0,1,0.02
2013,고령운전사고,2029,45,0.26,6,0.81,13.33,57,0.22
2013,고령보행사고,2029,18,0.18,3,0.32,16.67,15,0.16
2013,뺑소니사고,2029,4,0.04,0,0,0,4,0.03
2013,무면허사고,2029,10,0.15,1,0.36,10,16,0.16
2013,전체,2030,3809,1.77,110,2.16,2.89,5500,1.67
2013,어린이사고,2030,210,1.79,3,3.66,1.43,236,1.63
2013,노인사고,2030,465,1.54,40,2.18,8.6,492,1.53
2013,보행자사고,2030,933,1.87,51,2.57,5.47,935,1.85
2013,자전거사고,2030,42,0.99,2,1.98,4.76,42,0.94
2013,야간사고,2030,1748,1.74,63,2.33,3.6,2498,1.63
2013,어린이보행사고,2030,122,2.49,2,3.51,1.64,121,2.44
2013,스쿨존내어린이사고,2030,7,1.64,1,16.67,14.29,6,1.37
2013,고령운전사고,2030,262,1.49,10,1.36,3.82,369,1.43
2013,고령보행사고,2030,183,1.79,23,2.42,12.57,162,1.72
2013,뺑소니사고,2030,206,2.14,7,3.2,3.4,298,1.95
2013,무면허사고,2030,125,1.82,6,2.17,4.8,191,1.88
2013,전체,2100,4302,2,107,2.1,2.49,6415,1.95
2013,어린이사고,2100,293,2.5,1,1.22,0.34,357,2.47
2013,노인사고,2100,668,2.21,44,2.4,6.59,701,2.18
2013,보행자사고,2100,1021,2.04,45,2.27,4.41,1008,2
2013,자전거사고,2100,45,1.06,1,0.99,2.22,46,1.03
2013,야간사고,2100,1695,1.69,52,1.92,3.07,2471,1.61
2013,어린이보행사고,2100,128,2.61,0,0,0,129,2.6
2013,스쿨존내어린이사고,2100,19,4.45,0,0,0,19,4.34
2013,고령운전사고,2100,398,2.26,12,1.63,3.02,543,2.11
2013,고령보행사고,2100,194,1.89,24,2.52,12.37,172,1.83
2013,뺑소니사고,2100,107,1.11,6,2.74,5.61,170,1.11
2013,무면허사고,2100,161,2.35,11,3.97,6.83,222,2.19
2013,전체,2101,3194,1.48,66,1.3,2.07,4847,1.47
2013,어린이사고,2101,232,1.98,0,0,0,279,1.93
2013,노인사고,2101,438,1.45,29,1.58,6.62,457,1.42
